key,dataset,n,auroc,auprc,brier,ece,sens@0.5,spec@0.5,sens@spec90
ptbxl_internal_logreg,PTB-XL internal (logreg),721,0.9602065988282454,0.9307576345150419,0.07398895361964794,0.030896626764631212,0.9188405797101449,0.8696808510638298,0.8956521739130435
cinc2017_external_from_logreg,CinC2017 external (trained on PTB-XL/logreg),2537,0.7855488616088312,0.6021534871099954,0.6024505140458111,0.6273723939708,0.9841688654353562,0.07363687464867903,0.40369393139841686
cinc2017_external_strict_logreg,CinC2017 external AF-vs-N only (trained on PTB-XL/logreg),1758,0.828221635883905,0.7876912525811564,0.4799675346654766,0.500494219655578,0.9841688654353562,0.073,0.5488126649076517
cinc2017_internal_5fold,CinC2017 internal 5-fold (in-domain reference),2537,0.951960055825736,0.9075290832656513,0.08241772363213619,0.06352696357989074,0.7902374670184696,0.9454749859471613,0.8680738786279684
ptbxl_internal_hgb,PTB-XL internal (hgb),721,0.9734042553191489,0.9702978441573132,0.07501193769907231,0.07356447572576613,0.9449275362318841,0.8829787234042553,0.9246376811594202
cinc2017_external_from_hgb,CinC2017 external (trained on PTB-XL/hgb),2537,0.8860288828475279,0.7430176536821719,0.2306379187126594,0.2333371359361064,0.9300791556728232,0.6644182124789207,0.6094986807387863
cinc2017_external_strict_hgb,CinC2017 external AF-vs-N only (trained on PTB-XL/hgb),1758,0.9448482849604222,0.9155453414076702,0.11170521408659444,0.10081379453077183,0.9300791556728232,0.822,0.8601583113456465
cpsc2021_external_logreg,"CPSC2021 external (China, trained on PTB-XL/logreg)",583,0.9229490806223479,0.897752599364281,0.4532518645012773,0.47869080233154193,1.0,0.0462046204620462,0.6392857142857142
cpsc2021_external_hgb,"CPSC2021 external (China, trained on PTB-XL/hgb)",583,0.9507543611504008,0.9243332602503747,0.1183042432252792,0.13643565518652673,1.0,0.7458745874587459,0.8428571428571429
cpsc2021_internal_5fold,CPSC2021 in-domain 5-fold (grouped by patient),583,0.9232319660537482,0.9168582436377022,0.13565722012491735,0.12624984741144035,0.8928571428571429,0.8118811881188119,0.7857142857142857
