key,dataset,n,auroc,auprc,brier,ece,sens@0.5,spec@0.5,sens@spec90
ptbxl_internal_logreg,PTB-XL internal (logreg),708,0.9598403830806065,0.9494470389421076,0.07261102600315335,0.03208210608788705,0.9106145251396648,0.9,0.9106145251396648
cinc2017_external_from_logreg,CinC2017 external (trained on PTB-XL/logreg),2537,0.839670829866472,0.6741380706734394,0.4301501064148175,0.48255682528846844,0.9696569920844327,0.27374929735806636,0.5514511873350924
cinc2017_external_strict_logreg,CinC2017 external AF-vs-N only (trained on PTB-XL/logreg),1758,0.8914683377308708,0.8676191820777178,0.3090848464262308,0.35353088850258574,0.9696569920844327,0.334,0.712401055408971
cinc2017_internal_5fold,CinC2017 internal 5-fold (in-domain reference),2537,0.953093181814811,0.9083931971456887,0.08428293495005625,0.0678575753287338,0.7928759894459103,0.9421023046655425,0.8680738786279684
ptbxl_internal_hgb,PTB-XL internal (hgb),708,0.9717637669592978,0.9682487101769528,0.06873775943755393,0.06621961576808803,0.9413407821229051,0.9028571428571428,0.9413407821229051
cinc2017_external_from_hgb,CinC2017 external (trained on PTB-XL/hgb),2537,0.8863329284336017,0.7202948425606263,0.1934793679415774,0.1936733789778572,0.9063324538258575,0.7273749297358066,0.5765171503957783
cinc2017_external_strict_hgb,CinC2017 external AF-vs-N only (trained on PTB-XL/hgb),1758,0.9481108179419525,0.9160142822876325,0.09262705490952326,0.08087524313847477,0.9063324538258575,0.881,0.8878627968337731
cpsc2021_external_logreg,"CPSC2021 external (China, trained on PTB-XL/logreg)",583,0.9196369636963696,0.8625280732623877,0.2742304861729196,0.3414838695800796,1.0,0.33663366336633666,0.6964285714285714
cpsc2021_external_hgb,"CPSC2021 external (China, trained on PTB-XL/hgb)",583,0.9367043847241867,0.896286690559012,0.09170359324054438,0.09701299659116254,0.9928571428571429,0.801980198019802,0.8214285714285714
cpsc2021_internal_5fold,CPSC2021 in-domain 5-fold (grouped by patient),583,0.9232319660537482,0.9168582436377022,0.13565722012491735,0.12624984741144035,0.8928571428571429,0.8118811881188119,0.7857142857142857
